continual_event,video_num,filename,event_labels_1,event_labels_2,event_labels_3,event_labels_4,event_labels_5,event_labels_6
0,3,"K-nCsaVwRlQ_110_120,7ZvqglwZK8Q_0_10,BS55xq-uzJs_30_40",Helicopter,Lawn_mower,"Violin_fiddle,Speech",,,
0,3,"BC4hSmMFJIo_30_40,ErBelDAri5k_390_400,EwoQIa82vZc_30_40","Singing,Speech",Singing,Chainsaw,,,
0,3,"3gKBtWsShBc_50_60,ARQPS5Gk0Yw_60_70,MFUByYEWGg8_30_40",Vacuum_cleaner,Accordion,"Basketball_bounce,Speech",,,
0,3,"MpgigTlVMUA_190_200,BUqBatiRaS0_30_40,CgJDW2mjhKY_1_11","Violin_fiddle,Speech",Frying_(food),"Speech,Baby_cry_infant_cry",,,
0,3,"B9VyWTSI5JY_240_250,FUJYAhOKzCU_90_100,9V-F5sW1vk8_20_30","Speech,Vacuum_cleaner",Helicopter,Blender,,,
0,3,"0AHu7mqyX6w_30_40,Ina9zrcoYPs_60_70,4b-p1s20L8A_70_80","Speech,Car",Helicopter,Dog,,,
0,3,"LVIK0un1dtg_60_70,3C9e_UT9ASs_30_40,HWIZiCcq6nI_80_90","Singing,Acoustic_guitar","Speech,Car","Cello,Violin_fiddle",,,
0,3,"0Z4LBWXXRTY_430_440,0s16bHOfQfg_8_18,Br94Dbh1PTc_30_40","Speech,Frying_(food)","Speech,Car","Singing,Speech",,,
0,3,"0mSS5qTrboI_170_180,AKeVF_Dluao_30_40,LvdqTMdaquc_30_40",Singing,"Cello,Violin_fiddle",Violin_fiddle,,,
0,3,"3_YwOw4cgrY_60_70,P9kQpiteAqE_0_10,606sfRcQYA8_90_100",Singing,"Basketball_bounce,Speech",Vacuum_cleaner,,,
0,3,"Dkq10W3SO9k_90_100,6KvXua7ljx4_490_500,G9z4p0L8Ob8_30_40","Speech,Dog","Cello,Violin_fiddle",Accordion,,,
0,3,"GSC5ZvG-mu8_110_120,G36PAwAQRwI_40_50,Hr8etqij5vc_16_26","Motorcycle,Speech",Frying_(food),"Speech,Dog",,,
0,3,"G2psvh_HQ9g_30_40,NyE1NY8TFnE_20_30,L-QXiyUFCds_30_40","Violin_fiddle,Speech",Baby_laughter,"Cat,Speech",,,
0,3,"KH0nzfveNM8_40_50,2dKGumq0QkM_40_50,7qmp2pmHdHg_440_450","Cheering,Speech","Basketball_bounce,Speech",Motorcycle,,,
0,3,"K2B15ldgvRc_160_170,KIMoDyn53oo_30_40,M-X31by6MXU_10_20","Speech,Dog",Blender,Violin_fiddle,,,
0,3,"DMX5ROTOfYI_30_40,1hpHdOhsYH8_80_90,DQHiagV2Ln0_40_50","Basketball_bounce,Speech",Accordion,"Cello,Violin_fiddle",,,
0,3,"9ejranzi8ow_100_110,8NJ2-ZXjnlk_200_210,OYrj6qSaxAE_30_40",Vacuum_cleaner,"Basketball_bounce,Speech",Chicken_rooster,,,
0,3,"Mr3Ybi2eHlQ_590_600,GqOAJpPNqNY_30_40,KD2s2gvN3WY_30_40","Helicopter,Speech","Violin_fiddle,Speech","Violin_fiddle,Speech",,,
0,3,"Nhjv0eUEZ_0_30_40,HP0W079srwg_70_80,OWGh2b7LQO4_25_35","Acoustic_guitar,Speech",Accordion,"Speech,Frying_(food)",,,
0,3,"Hs8jxZwG3gA_30_40,0h1Iq-lPVm8_30_40,K-keom_dfwk_0_10","Acoustic_guitar,Speech",Car,Chicken_rooster,,,
0,3,"EOuXdoJ8dVg_290_300,MDuufYdMeVQ_60_70,H4993LXvCZ0_110_120","Cheering,Speech","Motorcycle,Speech","Motorcycle,Speech",,,
0,3,"6VjKhcP8_Zo_60_70,IfGTw1nJfyo_310_320,6oiWua9a7OY_30_40","Chainsaw,Speech",Cello,Clapping,,,
0,3,"DfJSXfWteL4_50_60,IRDvOCzYn_w_40_50,OJpD-jd0mOM_20_30","Speech,Dog","Speech,Dog","Telephone_bell_ringing,Speech",,,
0,3,"NgHqapw7Jc4_30_40,384nku0gUe4_30_40,GUbTD533KJ8_80_90","Chicken_rooster,Speech",Chainsaw,Singing,,,
0,3,"96RUmyMF8xY_10_20,4z01EVU2FXo_80_90,OD2QkTpEovI_0_10",Vacuum_cleaner,"Banjo,Speech","Cheering,Speech",,,
0,3,"E96ur1VuinY_130_140,LHDw--louOM_24_34,HfbC0rpH_RU_370_380","Helicopter,Speech",Telephone_bell_ringing,"Helicopter,Speech",,,
0,3,"Oyg7tWu11cc_70_80,GBwOZH570Tg_140_150,C-QjCwXb5bo_20_30",Vacuum_cleaner,"Cheering,Speech","Singing,Acoustic_guitar",,,
0,3,"BUDde4U4MXk_30_40,2X6NE7dA1vw_200_210,K48R-3BejZg_10_20","Speech,Dog","Blender,Speech",Chainsaw,,,
0,3,"6elswf8R6dk_30_40,I-BNmyEy2v4_90_100,7AHWK5YC1Tc_180_190","Cello,Violin_fiddle",Singing,"Cheering,Speech",,,
0,3,"Auy8Ni78mDw_120_130,Mt2i3-08WaM_30_40,9zlR2K3JCnY_180_190",Accordion,Violin_fiddle,"Speech,Frying_(food)",,,
0,3,"AkO0Q8d1QaU_30_40,11mAULECPsA_10_20,13QhOWzVbPg_140_150","Violin_fiddle,Speech",Car,"Banjo,Speech",,,
0,3,"HgNqeUAvbVI_10_20,0QJ9AzOyo0o_90_100,OAtYeCujdwg_10_20","Telephone_bell_ringing,Speech",Helicopter,"Cat,Speech",,,
0,3,"CiNroM6BiFI_360_370,INpn50lGmc8_80_90,KzUfnM9Zl8k_350_360","Cello,Violin_fiddle",Helicopter,"Acoustic_guitar,Speech",,,
0,3,"OAG8IbNrYbo_24_34,BYtqKds-Q4I_80_90,7z6-0p5YGKI_20_30",Frying_(food),Accordion,Cello,,,
0,3,"CkLTmB0OGXA_20_30,DdV4dBumoy4_170_180,GQJJZ_ogphM_30_40","Singing,Speech","Speech,Dog","Violin_fiddle,Speech",,,
0,3,"L2d9pjAZx50_320_330,FmUBUjGseuA_330_340,OS8JAroX8Qg_30_40","Speech,Clapping",Vacuum_cleaner,"Speech,Dog",,,
0,3,"Nh59th9RUKg_50_60,1qbRpriB55k_280_290,KwCAr8Eoowg_30_40","Chicken_rooster,Speech",Helicopter,Violin_fiddle,,,
0,3,"67Ika3reFWg_10_20,39OrfUDULyo_29_39,JZjg8JAoTLY_460_470","Banjo,Speech","Speech,Car","Chainsaw,Speech",,,
0,3,"HU7vBqQ-hn0_30_40,8OwtBWPBZCM_90_100,CUKiPvYUIDs_30_40",Frying_(food),Vacuum_cleaner,"Acoustic_guitar,Speech",,,
0,3,"EXxybikM85E_30_40,MF1H01PBako_30_40,Evjwa7XFE5w_550_560",Blender,"Violin_fiddle,Speech","Helicopter,Speech",,,
0,3,"2p5de_bl2eY_510_520,NcE5h2Nw29U_11_21,8NJ2-ZXjnlk_200_210","Lawn_mower,Speech",Frying_(food),"Basketball_bounce,Speech",,,
0,3,"0m-tnleCDEE_50_60,CQ0s_9DzR68_30_40,64kSvAtmFAk_30_40",Chainsaw,"Speech,Baby_cry_infant_cry",Vacuum_cleaner,,,
0,3,"0Tt-SGltms0_480_490,1SbC-Koqt5E_30_40,ARG3M4wAhCA_90_100","Blender,Speech",Car,"Singing,Speech",,,
0,3,"B-3mF6RPGSk_50_60,BgcTnoiFFfc_30_40,0ZxjJgqUfZw_14_24","Speech,Dog",Violin_fiddle,Chicken_rooster,,,
0,3,"EXbnblQRabA_30_40,NF5nf87XvgU_30_40,2rRvqgwUZjU_2_12",Singing,"Cello,Violin_fiddle",Motorcycle,,,
0,3,"Jjc6u3T2SRw_70_80,3JhDWx-fyrU_140_150,AbT-wsuPJU4_0_10","Speech,Fire_alarm",Frying_(food),"Motorcycle,Speech",,,
0,3,"DlK33z82-Ak_30_40,Havc0BV1V-s_200_210,FxRGRQTiYD8_260_270",Baby_laughter,Chainsaw,Fire_alarm,,,
0,3,"HVAv52gb2Eg_40_50,AIewj14z0OM_30_40,3_DuutkW9WY_130_140","Speech,Dog","Acoustic_guitar,Violin_fiddle","Cello,Violin_fiddle",,,
0,3,"JkPCkylPCqU_60_70,HbQdyUodC3s_30_40,N_yYM1bmV00_70_80",Helicopter,"Violin_fiddle,Speech","Speech,Fire_alarm",,,
0,3,"AnRn_28PLcM_30_40,1BScYBNc6MA_50_60,NWOP29dezfA_30_40","Motorcycle,Speech","Speech,Frying_(food)",Accordion,,,
0,3,"DwxfYvcYFQE_20_30,0UwvVY2kc0E_40_50,8ksSuklILTE_60_70",Lawn_mower,"Speech,Vacuum_cleaner",Accordion,,,
0,3,"8wsrGjVfzQI_160_170,FCce5SMaeso_590_600,6Ckg450g_rQ_460_470",Frying_(food),Frying_(food),Cheering,,,
0,3,"2O9bulvQTAo_30_40,Fmf0aShsi2M_30_40,H-mZ2s_NIsk_170_180","Speech,Vacuum_cleaner",Lawn_mower,Frying_(food),,,
0,3,"ITnKkFJxEGk_100_110,B_Ikz4Wds74_160_170,D5g5z6bTdVA_90_100","Singing,Speech",Basketball_bounce,"Cheering,Speech",,,
0,3,"NtjGPVTH98s_30_40,OSOPQHK5wMI_10_20,Odxa_NCm27I_0_10","Violin_fiddle,Speech","Speech,Dog","Motorcycle,Speech",,,
0,3,"7YhZleqIFwc_260_270,HNvsScpSGFg_10_20,LYZrQA2ATEk_60_70","Telephone_bell_ringing,Speech",Chainsaw,Vacuum_cleaner,,,
0,3,"M_PK8Gur6KA_110_120,MCTuCaTxh1c_29_39,NdJ910zuXrk_10_20","Basketball_bounce,Speech","Speech,Baby_cry_infant_cry","Cat,Speech",,,
0,3,"7V0V7DLuMpc_30_40,5Xx6-kytMWA_30_40,HV346cLZxpA_30_40","Cello,Violin_fiddle","Cello,Violin_fiddle","Speech,Dog",,,
0,3,"Ia5fgg1v-Do_30_40,MZ6lG0KdghM_80_90,5z-8lQ4wcUU_30_40","Singing,Speech","Lawn_mower,Speech",Accordion,,,
0,3,"3xWiV-_O_8k_0_10,FSWBB5juUC4_30_40,70UOeOJYd_k_30_40",Helicopter,"Violin_fiddle,Speech","Banjo,Speech",,,
0,3,"Oby8Ybby32I_30_40,73l8vXDTY08_390_400,CJWNac0yBfg_40_50",Vacuum_cleaner,"Speech,Accordion","Banjo,Speech",,,
0,3,"IZww7n5lJ_o_26_36,GowenXeQRQg_30_40,P4271X7LYp4_30_40","Speech,Baby_cry_infant_cry","Singing,Speech","Violin_fiddle,Speech",,,
0,3,"0AlN7HWNKPg_30_40,I5mlsBUZ9bk_30_40,HWb0pZKVH0I_80_90",Helicopter,Violin_fiddle,"Cello,Violin_fiddle",,,
0,3,"8na7UdGCYRU_0_10,8VZs-wTEuCE_20_30,G0sspbgdhIQ_260_270",Accordion,"Dog,Baby_cry_infant_cry","Blender,Speech",,,
0,3,"33D-gg4ZYyc_30_40,Eya_fl6q1jM_230_240,0hoQ-T0RX7E_30_40",Baby_cry_infant_cry,Acoustic_guitar,Car,,,
0,3,"KPBGk9gMTBc_0_10,1wsXa2OoTV0_28_38,N8gzqmrzsFo_270_280","Singing,Speech","Lawn_mower,Speech","Basketball_bounce,Speech",,,
0,3,"6PiYwUuaXhM_10_20,J_6YpZUoBDQ_50_60,EaNJT9Gntf4_80_90","Chainsaw,Motorcycle",Chainsaw,Helicopter,,,
0,3,"1RilKLV3wcU_9_19,IWdhH5_-6TI_0_10,MeYQgYm3dcI_220_230",Car,"Chicken_rooster,Speech",Accordion,,,
0,3,"9clA1uIPnRY_13_23,0lB-Of-KGUo_30_40,BW2p-IeAb_M_30_40","Speech,Baby_cry_infant_cry",Baby_cry_infant_cry,"Cello,Violin_fiddle",,,
0,3,"0_V0AgsqZbw_30_40,LVK9qxBO324_30_40,AeVM0K5VHYI_30_40",Chicken_rooster,"Violin_fiddle,Speech","Speech,Baby_laughter",,,
0,3,"NfXT7RNubVY_30_40,APERm3aqTFE_30_40,0saGA7KmMM4_40_50","Violin_fiddle,Speech","Cheering,Speech","Basketball_bounce,Speech",,,
0,3,"DGGwyqSZYR4_150_160,1_LgQcn5RXI_30_40,HY70Zdjw2O8_240_250","Singing,Violin_fiddle",Car,Accordion,,,
0,3,"JjAcqS7rkwI_130_140,-9rUoGB1S8I_30_40,KuqWHYDCUxs_530_540","Speech,Dog",Car,"Acoustic_guitar,Speech",,,
0,3,"K2mfwJcZGyo_30_40,JYwt8c7q0p4_580_590,AJZcsyE5mnw_25_35","Telephone_bell_ringing,Speech","Cello,Violin_fiddle","Acoustic_guitar,Speech",,,
0,3,"0EfcOvoQiX8_30_40,O2Dw1wdvK70_1_11,M66HyyZnhD4_230_240","Speech,Car","Speech,Baby_cry_infant_cry","Helicopter,Speech",,,
0,3,"GPYgEfPqhn4_250_260,3xY7n6Qg6GY_150_160,MlLSlLUsShw_100_110","Speech,Dog",Singing,"Banjo,Speech",,,
0,3,"96p-sOIMnY0_460_470,1YOusBqwlH4_340_350,AXmwk2L1PGs_30_40",Vacuum_cleaner,Accordion,"Speech,Dog",,,
0,3,"9nz5P7qOP4s_200_210,HSEApZaqWkA_30_40,J5lhi2-2mFo_16_26","Basketball_bounce,Speech","Speech,Vacuum_cleaner","Speech,Baby_cry_infant_cry",,,
0,3,"BMrg2WSr8WE_10_20,DS3jK82k4MY_50_60,0dIKPNqqxhw_90_100","Cello,Violin_fiddle",Singing,Baby_laughter,,,
0,3,"EIBpY5Z0VV4_60_70,0bi3TXrxmEU_30_40,1IidWNy1fLo_30_40","Singing,Speech",Violin_fiddle,Car,,,
0,3,"FDsfE-emTJE_100_110,KzmDl7WFV7o_30_40,ErCmaT5R27c_540_550",Accordion,Violin_fiddle,"Singing,Speech",,,
0,3,"JtU96Y5kZ_g_200_210,130nUre0tTA_90_100,0UsR2CysuoE_21_31","Singing,Acoustic_guitar","Speech,Car","Speech,Car",,,
0,3,"Izw-KoVApHM_30_40,H12d4ubmd4s_70_80,I09BZvkCg14_30_40","Violin_fiddle,Speech","Basketball_bounce,Cheering","Basketball_bounce,Speech",,,
0,3,"CGZ2E-LY9fQ_100_110,6w7eIIP5QLw_50_60,AS_csvqtZng_30_40","Acoustic_guitar,Speech","Speech,Baby_laughter",Helicopter,,,
0,3,"AsKKXObfT78_40_50,8XmtFZY0KoA_280_290,Bxu6bYpiB70_120_130","Speech,Frying_(food)",Cat,"Banjo,Speech",,,
0,3,"6MF2yh9dSTg_0_10,332Q5m6oAXU_40_50,N79HbPQPq_g_160_170","Singing,Acoustic_guitar",Vacuum_cleaner,Baby_laughter,,,
0,3,"0XGiXjdfNZc_30_40,I_GAhp3M4kQ_0_10,JqNqA2olQeY_60_70","Speech,Fire_alarm",Vacuum_cleaner,"Speech,Vacuum_cleaner",,,
0,3,"5HkTArPiX8E_10_20,JQuH9eiHMwA_40_50,DGI2_Q_W9so_140_150",Chainsaw,"Chicken_rooster,Speech",Banjo,,,
0,3,"7ZvqglwZK8Q_0_10,J-mo1f4l03A_0_10,Jwk3OG4msBE_30_40",Lawn_mower,"Speech,Dog","Violin_fiddle,Speech",,,
0,3,"DAUAR3Edc1s_180_190,0ru1coK5ZX4_30_40,Dy_y7P8ClqM_30_40",Singing,Car,"Chicken_rooster,Speech",,,
0,3,"FoMl1LtH51g_110_120,M3uYFQHXh18_20_30,EDOVSgpdS2Q_30_40","Speech,Dog",Helicopter,"Speech,Baby_cry_infant_cry",,,
0,3,"B8Z8kfNhSX4_50_60,Hu2ZxDY54LQ_30_40,FYIKIEy4FGk_0_10","Chainsaw,Speech","Singing,Cheering","Motorcycle,Speech",,,
0,3,"JKIBTMJyuJY_260_270,2yU_rjQjjo4_410_420,0teN_RSJ1sM_490_500","Violin_fiddle,Speech",Blender,"Speech,Car",,,
0,3,"7vUbHK6jsco_30_40,00fs8Gpipss_440_450,HdNTeW1-6IQ_10_20","Chicken_rooster,Speech,Dog","Speech,Car","Cat,Speech",,,
0,3,"6vyR3Nm7VUQ_100_110,N2YQtWNO0k0_330_340,5EZwT9M5pSA_60_70",Accordion,Clapping,Blender,,,
0,3,"CkD5IhdGU9U_40_50,BN7WwU1wXhs_360_370,Ma1svQmUmFA_130_140","Speech,Dog","Violin_fiddle,Speech",Blender,,,
0,3,"HRY_OVKq4iQ_200_210,AVvPNcxOuRQ_30_40,KfvDlvsMHdg_1_11","Speech,Dog",Vacuum_cleaner,Chicken_rooster,,,
0,3,"KhKlmGOUOB0_0_10,NkEhR12LUsM_30_40,Ok4R_Hk2VsI_30_40","Speech,Dog","Speech,Baby_laughter","Speech,Dog",,,
0,3,"FFf5HnY3SRA_60_70,IP4f866Dmrs_0_10,HDJL7JzyFro_260_270",Accordion,Chicken_rooster,"Speech,Frying_(food)",,,
0,3,"1Ssm7szipzs_30_40,Nn5t8bzmwH4_50_60,4aeWOVHDPoU_580_590",Car,Dog,"Blender,Speech",,,
0,3,"FduH97K8MAo_30_40,GegIly-aZog_30_40,Fi4ZJabrB9k_30_40",Chicken_rooster,"Violin_fiddle,Speech","Speech,Baby_cry_infant_cry",,,
0,3,"IV_-oFfcC9w_50_60,Hbdcj0Bs5M4_110_120,LzxpYfLHtIc_50_60","Speech,Dog","Speech,Dog","Basketball_bounce,Speech",,,
0,3,"1_-SlmrlAmU_10_20,OWEe7KwdIk8_1_11,Bc3YWH2K3JA_30_40",Cheering,"Speech,Baby_cry_infant_cry",Chainsaw,,,
0,3,"GZUxNQ4LDV4_20_30,KmlD-Q7bxYU_0_10,5vVSqVJOqZs_130_140",Singing,"Basketball_bounce,Speech","Basketball_bounce,Speech",,,
0,3,"FSWiTfxy6fE_30_40,9wdz8eKr2Qc_20_30,Khb1Oypbgow_180_190","Banjo,Speech",Vacuum_cleaner,Blender,,,
0,3,"2JmG3E89NIs_20_30,OV1atgutjNo_10_20,CIzFsNUTK0s_30_40",Chicken_rooster,"Speech,Dog","Acoustic_guitar,Violin_fiddle",,,
0,3,"IKlrXOyxHnY_60_70,0d4LVcuLR6c_80_90,EcpC4n66VlM_100_110","Chicken_rooster,Speech","Banjo,Violin_fiddle","Speech,Frying_(food)",,,
0,3,"2-L_J9VsZhw_40_50,FcC90TCF1zI_20_30,IHSE1yG6J0s_30_40",Accordion,"Motorcycle,Speech","Violin_fiddle,Speech",,,
0,3,"DMgha--7I6U_340_350,FMiB32CjkVQ_150_160,DpRyPTj1A6M_440_450","Cello,Violin_fiddle","Motorcycle,Speech",Helicopter,,,
0,3,"HX63x6OG8Dk_40_50,0_wopBSgNhc_30_40,Nyk4hPC73wo_180_190",Vacuum_cleaner,"Speech,Accordion",Cello,,,
0,3,"0tY89fFadq0_180_190,IyeGulokhJA_30_40,ABTNzTvkjfw_30_40",Helicopter,"Speech,Clapping","Basketball_bounce,Speech",,,
0,3,"CdcdNEd8xAU_90_100,4n-cXktjtVY_40_50,LN3IOIyKwz4_90_100","Motorcycle,Speech",Cheering,"Violin_fiddle,Speech",,,
0,3,"GPtj7wkNup4_40_50,JufyJHKA2Ls_20_30,CjqLPw2DIis_20_30","Singing,Speech","Chicken_rooster,Speech","Cat,Speech",,,
0,3,"AricOwXLZfU_460_470,7j0UH4sEms8_270_280,Oo_tUGuXJZg_30_40","Lawn_mower,Speech","Singing,Banjo,Violin_fiddle","Cello,Violin_fiddle",,,
0,3,"MhhdIdg6DOk_2_12,DY-80XawmHQ_6_16,76tcQ7nWdG8_40_50",Clapping,Baby_cry_infant_cry,Blender,,,
0,3,"CkrgwaCkcio_30_40,9shBHQgGACI_30_40,520rEFLY0B4_30_40",Chainsaw,"Chicken_rooster,Speech",Dog,,,
0,3,"5xxJ_0Ll_1Y_100_110,JvmpHjR-go4_50_60,MZi4AAgM7NY_30_40",Cello,"Speech,Dog",Helicopter,,,
0,3,"13nV_7Q0WEc_220_230,DKxZmxSEPkU_110_120,1HTjIbIKV5o_0_10",Vacuum_cleaner,"Basketball_bounce,Speech",Car,,,
0,3,"8HxMVXU3aqA_40_50,Iwz2CW1hsVI_80_90,4hJb45sSO6M_110_120","Speech,Accordion","Speech,Dog","Lawn_mower,Speech",,,
0,3,"Fx9M4TK54YM_110_120,Hvmsl9_FBzA_10_20,Ogm1aUkW50E_30_40",Singing,"Motorcycle,Speech","Violin_fiddle,Speech",,,
0,3,"2Cg9oI8jYPw_180_190,BTOSqSB1YkU_10_20,9pWxGQzhMO4_210_220",Singing,"Speech,Baby_cry_infant_cry","Banjo,Violin_fiddle",,,
0,3,"78ULhEfyJzM_60_70,M0GXDmPeJ0Y_430_440,1T2CffiiMlc_30_40",Dog,Clapping,Car,,,
0,3,"Oj_h8XNC--o_110_120,5Mdo8niS908_50_60,81ni3BsFndk_70_80",Vacuum_cleaner,"Speech,Vacuum_cleaner",Chicken_rooster,,,
0,3,"AIVCQDK3cA4_30_40,ITn3uqmMXk4_20_30,3qWfr7guPDs_30_40",Accordion,"Speech,Baby_cry_infant_cry","Banjo,Violin_fiddle",,,
0,3,"18XOWYAosyk_40_50,1eMYDArnprc_380_390,GcyDzJof244_60_70",Car,"Singing,Acoustic_guitar","Cheering,Speech",,,
0,3,"84JkCvu4uIs_0_10,ITKQcGdx31g_30_40,52FsVNagCog_10_20",Basketball_bounce,"Violin_fiddle,Speech",Violin_fiddle,,,
0,3,"LaYXR1pWdJU_110_120,Leq1yeT_owY_180_190,Nyw5Ig81Ry8_0_10","Speech,Dog","Motorcycle,Speech","Cello,Violin_fiddle",,,
0,3,"A_dzhZF9RlI_30_40,0scjO_GnVW4_30_40,LmmB5IcGLUg_530_540","Violin_fiddle,Speech",Car,Frying_(food),,,
0,3,"KfT4G4UFXiA_9_19,4juYpt8FY3E_70_80,LMEnoAtWufU_6_16","Violin_fiddle,Speech",Baby_laughter,"Chicken_rooster,Speech",,,
0,3,"MxtGqi0mxXs_290_300,ALznpZY_ER4_30_40,00GLhCjbDds_30_40","Helicopter,Speech","Basketball_bounce,Speech","Speech,Car",,,
0,3,"1xnDHHFJMnU_30_40,Kk_YzeS00x0_0_10,7ViNH1ZHB-M_30_40",Violin_fiddle,"Singing,Speech","Speech,Clapping",,,
0,3,"NUawC406q94_10_20,GgZLoHOHoM8_70_80,P8Zc83PXp8c_30_40",Chicken_rooster,Lawn_mower,Violin_fiddle,,,
0,3,"AWc52Gs1dF4_60_70,Hej-FjNLcx8_0_10,Nk8P5zU1goE_30_40",Chicken_rooster,Accordion,Chicken_rooster,,,
0,3,"EQkBd45FGqQ_480_490,GD5L4h1PvUs_0_10,JJf5ymBuYXg_30_40",Frying_(food),"Cheering,Speech","Violin_fiddle,Speech",,,
0,3,"O5TvNHualyA_30_40,KpttLKtHhQ0_60_70,IQ2bHS59KnI_30_40",Helicopter,"Blender,Speech","Helicopter,Speech",,,
0,3,"D7geYYHstJM_60_70,Cri6WKybyqU_60_70,CWU2wJPNoFg_90_100",Singing,Chainsaw,"Speech,Dog",,,
0,3,"2mnKss5JdAU_80_90,558YuvyAoao_50_60,IR5pnkY51s8_140_150",Blender,Blender,"Singing,Speech",,,
0,3,"7FS8v-JByLk_60_70,IFJBQpdACYM_0_10,0OnCZvRV5Wk_0_10",Basketball_bounce,Singing,"Cheering,Speech",,,
0,3,"24eToIziwlM_240_250,2n7zdUdbwd8_10_20,942m7PNxoOE_180_190",Accordion,Helicopter,"Cello,Violin_fiddle",,,
0,3,"AIGmmaB1jNg_260_270,1RkEE3UIuRo_30_40,OagNvx33HpM_16_26","Blender,Speech","Speech,Frying_(food)","Speech,Baby_cry_infant_cry",,,
0,3,"LfpVzEk6D9c_0_10,56g7w0ILhR8_150_160,KuoL3kwkDpo_370_380",Chicken_rooster,"Singing,Accordion",Frying_(food),,,
0,3,"L5Ih_QjSRM8_0_10,M05e2vaHjEI_30_40,0HNWwiZRHR4_240_250","Speech,Dog",Singing,"Basketball_bounce,Speech",,,
0,3,"IJX1ySP1TJg_30_40,2n1ns5DGScc_280_290,ItnXCQCC0Ko_30_40","Chicken_rooster,Speech","Speech,Accordion","Acoustic_guitar,Speech",,,
0,3,"9puiKadufhc_150_160,28WUiOebnZU_490_500,M4D2BaZmSoM_80_90","Speech,Frying_(food)",Banjo,"Cello,Violin_fiddle",,,
0,3,"KnLF-FRnOM8_30_40,JfMRPr24Zvg_0_10,AHBvEtM788I_30_40","Violin_fiddle,Speech","Banjo,Speech","Singing,Speech",,,
0,3,"GXqWSQ4B7HY_30_40,PBLKomDI_Tc_0_10,IOSneDm-i_k_50_60","Cello,Violin_fiddle","Speech,Dog","Speech,Dog",,,
0,3,"CCsQ3Ioa4ls_110_120,APIzZpwd0bA_30_40,GdwuddsUo50_0_10","Basketball_bounce,Speech","Singing,Speech",Vacuum_cleaner,,,
0,3,"DYjrxFs349E_60_70,E_m6QsohWTg_80_90,FUQC3di3JdU_30_40","Speech,Clapping","Speech,Dog","Violin_fiddle,Speech",,,
0,3,"Ap3tSWSNyqs_320_330,2u1g-QCI7Ls_150_160,0lCczz4bE8Q_100_110","Singing,Speech","Motorcycle,Car",Car,,,
0,3,"2kMPSBp6HQo_30_40,0B_A43gA6fc_50_60,1gypS6gzixw_30_40",Lawn_mower,Baby_laughter,"Speech,Car",,,
0,3,"9HEhrK0-kMA_30_40,OmzHl925yrk_90_100,EcDQzSQ-d_I_30_40",Violin_fiddle,"Basketball_bounce,Speech","Speech,Baby_cry_infant_cry",,,
0,3,"OGXsWWtBNd4_190_200,I59euw169Rg_30_40,68FzXiTncHw_20_30","Singing,Speech","Acoustic_guitar,Violin_fiddle",Cheering,,,
0,3,"M1WL5qw465c_30_40,GtD6KEJTOks_80_90,LwXwI8oUG2E_20_30","Violin_fiddle,Speech",Chicken_rooster,Chicken_rooster,,,
0,3,"G9bC7j-d7ws_10_20,FHRgb3JpoZM_170_180,3jXoc3tvPuQ_30_40","Speech,Dog",Singing,"Cheering,Speech",,,
0,3,"KEta2SZLwsg_27_37,HIOuvSDLvmw_0_10,7tDk4Y0jztM_10_20","Motorcycle,Speech","Singing,Speech","Speech,Baby_laughter",,,
0,3,"J_9fdMsERvs_30_40,HoQjIPYQ_ZY_30_40,JcdVe9BX58Q_30_40",Vacuum_cleaner,"Violin_fiddle,Speech","Speech,Baby_cry_infant_cry",,,
0,3,"Lv5Xoh4E3k0_170_180,5btdpmuP2vs_250_260,ADBmiifY3JM_21_31",Vacuum_cleaner,"Speech,Fire_alarm","Cat,Speech",,,
0,3,"O8ZMNDgV5Cw_22_32,O8bUfZHHhmY_0_10,4SnjARXXyTo_20_30","Cat,Speech","Motorcycle,Speech",Vacuum_cleaner,,,
0,3,"FzdaGfjoseI_0_10,FDcbH82VwxI_23_33,Nmw58r0EBVM_120_130",Lawn_mower,Vacuum_cleaner,Clapping,,,
0,3,"EVza-wK3o3E_350_360,Hrv9onuz6R0_40_50,G3Trv9BfcAg_30_40","Speech,Dog",Frying_(food),Helicopter,,,
0,3,"KrjFmmT9uNg_18_28,3gs4tJkxo60_83_93,GEr2Pj7Qf_Q_30_40","Speech,Dog",Lawn_mower,"Violin_fiddle,Speech",,,
0,3,"AYIPCCnr7M8_70_80,Br3bGlgQLps_30_40,O8Nb5g1YPhY_40_50",Basketball_bounce,"Cello,Speech","Singing,Speech",,,
0,3,"IWdhH5_-6TI_0_10,1EkCVNeaIZk_30_40,Dig2ftGigLw_100_110","Chicken_rooster,Speech",Car,"Cello,Violin_fiddle",,,
0,3,"7eNldR89FQs_200_210,LfpVzEk6D9c_0_10,DWC699Srn-8_30_40",Helicopter,Chicken_rooster,"Speech,Baby_cry_infant_cry",,,
0,3,"AGs7jZ_ZlRc_70_80,Bp9XGkfOe4I_40_50,LqPFkfkXoGk_30_40","Cat,Speech","Speech,Dog","Acoustic_guitar,Speech",,,
0,3,"CMeg6ecqhtk_30_40,37MHj4LvLRU_380_390,1vFEwpeP7jg_30_40","Violin_fiddle,Speech","Speech,Frying_(food)","Speech,Car",,,
