filename,length,feature_length
5dVYLw5jPuw,40,156
2KDS0WI-0G0,48,189
4ooeMv8m-Wg,47,185
8QTUIVGmX9c,49,193
9qocBWaKX1o,52,205
6cKguK8Xvso,44,173
4VSUe9b0eD0,40,157
49qZtbMmFbg,50,197
7QsxGFPOZrQ,41,161
Ce5Oz-0s6TM,16,59
8PZvPpNj2Mk,54,213
9reWgXrJBBk,44,173
-MXSNjWmeGA,60,237
0i3KQ7BXMKo,46,181
EHiNnO7ZU9I,36,141
-XyyXV_Urss,24,91
1k5y3IqxPw0,41,161
8m-a_6wLTkU,41,161
GpCE19eTlaM,26,100
31z1QpPiDLo,43,169
-ROt2go3ALY,27,105
6-IIVW4zP90,32,126
-h50KNMLMTQ,43,169
2Lp22rva8Fg,13,47
6cn000ut7LY,46,181
XzwhTltRQcM,45,177
DfCTXmNRj24,40,157
sKglR9n1aFg,49,193
cSnTCET2CsA,48,189
-StHeHGyakY,34,133
7fsBIMRNhOE,45,177
0ccZV4hBeE0,45,177
8xQNjW9C-Z4,37,144
-2jWRtFugLs,47,184
0TqOnQyMK_Q,59,233
4BsFhOdmDX8,40,157
-5ZIlKvRDXY,60,237
3qMYEZUkvcU,41,161
22b6SLUvGHk,44,172
6jrJRXXSwC4,48,189
5rOjd2V-u3M,44,172
7c6wg9W8DEc,46,181
IjYuKLUKmh8,40,157
d4oxPjwddM0,48,189
1jBAO55uVRE,47,184
Ke78LgKo0bA,42,165
J-QMhDo_PYs,46,181
ZvSaahj1hUk,56,219
3aCgBsz1iNc,43,167
3WwK461oEOw,37,145
6KemQg8I9kU,33,129
CIJ9L83uKtE,48,189
D9dGWAbAvxA,41,161
2zV7mQ88Y6Q,54,211
7q4Tw-cWlnk,53,208
-skkrAGrzJE,40,157
3mPTShE2fHo,44,173
66e38paUGRs,34,132
3r-CZoB664Q,15,57
QK-mjNg8cPo,44,173
0wIFDj6C1BI,44,173
5jq-_gsRpLc,49,191
-1XBP-nZ1bQ,43,169
0e_96pcTzKQ,48,189
2U9KcK_iaa0,55,218
4a_ZErzvTb0,41,161
0_yN1k-S99I,44,174
6ragcEJVErI,39,153
E0gBwPTHxqE,48,189
5RNE5OyxV4k,49,193
8T4pNCjbwWo,30,116
MV3oOUCBNWM,41,161
33WWdcw7GHA,45,177
EBsrYSM61LQ,49,193
ID9p52w2ah4,37,145
2yfkZ8LIwvg,26,102
1Fqo8o0eHqc,43,169
0IifN4Uij4w,42,164
-7tgLpZ1frk,39,153
-g_C2ZREHdo,46,181
-Wr1LEmgz9w,22,86
wurA98TaEr4,47,185
2xmakxsbZJQ,44,173
99QD6CpLk2E,55,216
-wGAzd51XRE,52,205
-1P74acOb3c,42,165
HwWQUXnD0oo,36,141
84fDGWoRtsU,42,165
3Eexn6Q-S0g,13,49
8GZ4XtkqdKg,44,173
-ahgvCmiECM,52,204
0w8Oc761btU,39,153
6zlXQJrd2Iw,47,185
-1LGZONdjkY,34,132
6QKjfgNLSRA,39,153
554GaSpdcw4,17,66
1LPIxPA6-O8,41,161
-2xxVISlg34,60,237
0qPiprH6DPg,23,89
CkutJYIfghs,38,149
3msLliexfYs,50,197
9RisgTyd5aA,16,60
95es8bOTl_Q,11,41
7AdE_K_fqAY,45,177
enFL-0vErEo,57,223
1Yc_pQAB9uA,43,167
oLknkq-oBiU,23,89
A9BzfIxSlFg,47,185
_-_U21mzk40,47,185
7XGDRZyqUKA,47,185
-ZYx1f4ZY9k,60,237
72TETZ2m4q4,49,193
6H9FujQp6As,47,185
1oyCMW-Uq5A,60,237
2PueFK0qpKk,43,169
LZT90iZ5gLY,41,162
1OFDyTzUj24,60,237
JkiZlL0YI0s,40,157
3-S_AyVj1Ck,43,169
EXFiFg2GX6w,48,189
RllsaWFnyz0,22,83
BTbrNgkqxZg,39,153
1eknm-9sIrc,37,145
1Y2IkZULXo8,49,193
8Egf-P4Tkz8,13,47
-thjsLMTl-o,60,237
1d9c7A3AeOg,12,46
5o9FtsoodsE,59,233
JLKsLx_SGOU,60,237
-j7WqXbeA7E,60,237
dS0NCJkkj0E,39,154
0pU2FRZFXPw,57,226
BS1fqEDAvh0,57,225
1nZXZx22Y2k,39,153
Ysqh1uzqGrc,44,174
3ULscVAPW0A,45,176
45n7zg6Q11M,49,193
-Wicy2cYTc0,12,45
3AD5ydK9Sew,51,201
3aOYA0zeUh0,40,157
-u-OViTO-UA,43,169
jm6XoR98X5M,32,125
DmZl7n1OMLQ,44,173
ph2g0DZNiZI,47,185
ErMWX--UJZ4,48,189
-BpgDEXKdx4,41,161
7pNsweQvfXI,42,164
s5YKy0zJOIk,51,199
-lT8tMutbJc,40,155
36xzrUTlmKw,49,194
0YSq9lCEQtY,43,169
72zaiYtRhkY,48,189
-R7YU8bHwBg,46,181
-pIbzQqpB7M,60,237
0XbqnVocHNE,47,185
0dLxMmNd5z4,34,132
CCrRIQZ1NPg,45,177
7sitGun2gfk,52,204
2J5Q1Q8qTzU,46,181
55kTgMoMO54,44,173
-XO_VLi55tY,13,48
0IStDugr5uA,43,167
19Jb7pa3NHs,34,133
4JjxYVs8WIU,41,161
-S-5z2vYtxw,28,110
JPrmEnRrPr4,55,217
1Eb_BTzbRKI,39,154
1qFF6k7Lzb8,41,161
CFWby4EDWVs,39,153
3vuhnGecNGE,55,217
0effOAYfgLk,44,173
0OJ1z9PNUm8,22,83
Ef0c2AieZ24,16,61
-nkbO5QcxuE,45,177
1WaTnza9cn0,48,189
-4eXuXHZw_A,38,149
yzvEwiMw7Hk,48,187
B17FU9g7Y8g,40,157
-p8Zjtalh_Y,34,133
Jz9SXggKzQ0,44,173
0_0l1A9ga7k,42,165
3ivPCS8Jryc,47,185
6rACE3q7IFU,56,221
FRb9sSaF6EY,47,185
1mlUy8CU0zo,53,209
1fT3ac-PuZU,48,190
0SHlE6nAdg4,60,237
35HFjLYQiwY,47,185
408uaxjumNY,41,161
2ud7bBTRfOs,51,201
-ZbSjOGb_sA,43,169
4MBPTCq1FA4,31,121
0FE2J7RJrco,49,193
0kchI4s-vdY,43,169
-rmsTQG908c,32,126
-Dqi6nNtnWI,48,189
oY1DGybPCTU,38,149
BR_GZnsBJT4,26,99
38TGl48T-aI,36,141
3obLPXCKYpM,36,141
5Zzthqc_ln0,36,141
20d4vfH1r7A,52,204
898NtBwYP1U,43,168
8OKAwDv20R8,15,57
TGONNoxESV8,60,237
8UrEmskX-XM,44,173
pIHQ5U7YtVs,49,193
-x8HgXnpf0s,45,177
sY_EvOAd4o8,22,83
5CWAf-BtBCQ,42,165
sB5ZHXFY63A,45,177
0I-nlPv3VUA,40,157
VNWkz4TeE10,41,161
3Siktd9wTKg,27,104
6OraLVDniVg,27,103
5ywmd6tb4bU,21,80
3nWeAosWK40,52,204
2HIEvq9zTDU,43,169
-SLFSGPQuXc,21,81
1vDIhOeMduw,47,185
-X-YXdnHG1g,60,237
knzA9iuVOdw,35,136
0VzddQUqVCQ,32,125
8bmdnc-htzQ,52,205
-ftpmHztWnw,12,46
Ju4r0QU0Qg0,48,189
DgdHSmwA1ak,49,193
_JgY3UNXvVI,51,201
IPIS6TUVpSM,45,177
1rmiM8_ptfE,54,213
gA9Nmsj3j1M,59,232
4GY4p7ADQp0,50,197
6xlV_D4yJDc,35,136
12kowhXJKp8,39,153
2he57w-Abu4,44,173
AjbyESmmyts,46,181
-FMH8bwF9iQ,46,181
JfDeETDDwhM,46,181
2ctt-MkWbPM,49,193
8Yusmkj9ULk,51,201
6dBcpIIbMCY,18,67
0zjb1cI6aEs,23,88
5XKAszJ9h8o,51,201
-LWTTrdTi9A,36,141
3U5sOy-Y3ZI,39,152
7TekxUygj_4,49,193
5ryj8qWwMis,42,165
6zRcsCWoxsk,32,123
0UGEPNFwt70,60,237
4WGAHrLw40g,55,217
n7t58h1fwc0,52,203
-_JY_gVLNNQ,47,185
2xLGCDDgO7U,44,172
0u89nA_BPoI,50,197
-njgrtk9oEI,43,169
4j5CsFnXIfM,44,173
6aMxQCx0-wI,44,173
0AFOq7PKDDo,55,217
1jBbfjnSfB4,49,193
KGOC3LgDFKk,55,217
DjP79KogUuY,45,177
-_lIeDXKHEU,48,189
-SPa5NgtBNE,44,173
-q-81SRadL8,43,169
3Jlf2R6FBRA,37,146
F8OkghIn9L8,26,102
6msywWVFPfs,47,185
066wkfpvsyY,41,161
3etbftLOa-c,45,177
6bWUBEtshCg,42,165
6sys4dFJbQg,25,95
0OA_IBhFAjg,60,237
-XbCC_UocHE,24,91
2ORYhjooOxM,45,177
-1vfxCtpdEI,42,165
5-zP0TQhUv0,54,213
-z2PDN-8CN8,56,222
OQNPx5C94KY,39,153
2edk0gKJzAA,52,205
41V_J6hdEhs,47,185
7isyWZIIUIQ,26,100
-QMzUFcZM7w,58,228
ya6nAREgqLI,42,166
1ZloXG3iHl8,40,157
56kUiNWIQTQ,16,60
W4acKG-KSTE,38,149
6X8X2Uitf9s,54,213
TRW3OqA1cXE,51,201
1VKgOyxl3vs,59,234
5cVTzbGJGlY,14,53
2WnJR6sOGj0,40,158
0Um0epSQe8I,51,201
A7DQjMwCtI8,44,173
eo0BtTJ9axE,45,177
3hH2e3W-aXg,57,223
0I747nTTCo0,27,103
Ytblri7hn-0,55,217
36RFAar8x_Q,42,165
6pfjaU9GpDo,34,132
15gUKMPjP2Y,46,179
5-FuzXfRlc8,44,173
33b1lyo2EOg,36,141
Mm95l7Aq3dU,47,185
BHDhHO7J-Oo,51,201
R44hoaD-Vho,29,114
0PBX4Hh3GEQ,19,71
v0jYFDv8kSc,30,117
0eRfme8TE4M,45,177
2dehkZMjijk,47,185
-0DIFwkUpjQ,43,169
36FzSRn2mqo,51,201
21DGsZgv4kY,44,173
5BCHppOH_nc,33,127
-e4lzT3PHs0,39,153
Izky6uHwhS4,21,80
3amPNuu8pig,60,237
2Zp97ZmyGyk,16,60
-zHk3s6BkpA,44,173
0YmoNXCSVzA,50,197
0ioRPfQzAW0,47,185
3z6K7QkTSd8,42,165
7oLU7XjXlv4,48,189
7mXKlZ1vf88,21,81
5GvXdhlYAEE,45,177
g-9SK0or81c,55,216
9WCBERdFjz0,40,157
6PV8iKqxjpM,50,197
3_2e1C4YMTU,46,181
-jz4zbRLO6Q,54,213
4GsJe7tvsl0,50,197
4zSpvvvFNRw,52,203
2LAnO_WlMBY,46,181
-9Y076KDt2w,48,189
2jyQeYFdliw,51,201
OyS0I9soWvA,43,169
_Vgj16TXFdU,23,89
g247CEZ9p70,52,203
-yby37u00N4,49,193
-A6e83tl4Y8,48,189
_eceNIlHt4E,47,185
kYvyOw8ZDS4,43,170
l1coM570kVw,53,209
9vGLpPFc0Q0,44,173
L3lYFx1wx-M,49,193
A93lG1mb83I,44,174
0NygHdYqcYA,57,223
-txQYl9o19Y,51,201
0cP47d_dU9c,47,185
2nF2Lql0_Aw,27,104
DevY3IXk--M,53,209
0LZRjI1MMjk,21,81
5wI-hTKNpJo,21,81
WLPj0LIokkM,49,193
AwAFAi8sa-0,29,114
0TiPjkcR_Vs,43,169
2d43OFDr5aI,12,45
4O3bZRYOLZA,47,183
B4z-sVTAhwE,53,209
49-i7nQSfa8,41,161
0dIqY3M1BB8,14,51
2EpjFGvd6ng,49,193
tFnfJ5XKIrI,39,152
74rZ_mljj18,52,205
YRGWXh1r7I4,56,220
5g69diYDzGI,53,209
1OctTl0hkTw,37,145
jK32YxTVs1M,27,103
3GW3U5bO6nk,27,103
4lmtlR2SOh0,44,173
-a6BSsPI7Ac,43,169
JLtieDCSa6Y,36,139
1WeBcb6LPok,33,130
4kIMv2FIUWY,51,201
Ibbl6TewkHo,45,177
XstB4YEsoC4,22,83
LEZfZZmiVsY,20,78
0r5xzu8b0bA,43,169
0lR_385n2fY,59,231
0ZPoe2MrWt8,40,157
3CTaqm5Zoak,39,154
F1kvdGFilD8,34,131
1897RroMaWs,38,149
8tnY9KIxKBo,46,181
0-jvBXFUcEw,43,169
5ZK-f5J8TZI,44,173
-C32AFtU9Ss,39,153
0aGA6Xdx-B0,27,103
1ZJtMAXgo_c,35,138
CjAyGS9ExPo,43,169
3bCAJVlUJ0Q,51,201
3d4Q9iU5Je8,42,165
FeXZY4eVLlo,40,157
jIZvq9sRKvo,41,161
8RuYfw4xqZc,49,194
e4Xh8ZImhUA,44,173
rFGbAdLUiiQ,52,206
OLPHQdNXZpY,39,152
-3rHVsIj1M8,44,173
4uJPjs11who,32,123
bGN3wNEN0Gk,23,90
AXpRMbBmGFA,56,222
-iijak82s6k,39,151
HgNaHA4LNxc,46,181
4ByUnyBjmSs,43,169
-FYbupIu_5A,27,106
2qgOeAgtWi0,55,218
QpmcGb1BffU,44,173
-_E-_030mGg,56,222
BX4o_mGWmfA,57,226
ddeSMfFLYTI,55,216
0e4deCb8gRQ,44,173
0i2l7FDzMbg,41,161
6ob_FwPEXns,41,159
06QXM3kAGxo,52,205
-adpq1zKs_E,57,223
8D-0EsoiWUo,59,232
p4Kt7HuoT24,41,159
0AS1ARh4tfQ,45,177
-ZMb-QiqDJY,52,205
0olhNr566Z0,46,181
0ZeluKxEdWc,60,237
5_UNIL87iis,29,113
IAUOYg9aPUM,49,193
7KtXwg3mupc,44,173
BjurZcPAVyE,41,161
HgJaV3YXwnM,36,141
-9i-cKl0Q6M,40,157
29qN_hyfvNY,50,197
5hxOprt5W2o,47,185
0Xv7Tucl5Vs,43,170
7Q59Tviu-6g,37,146
A2HicvJJZ6A,33,130
KhXcEu7r6m8,39,153
5kfIDwM31l0,38,149
6aYfccsgIjk,60,237
-tPtpv32DZw,57,226
4aNGtCv4cYc,50,197
0dwKkl7Nydw,60,237
6IHDKTiGoSg,40,157
0q_vFsBN_Sk,33,130
4GRzk4Wb5v4,39,154
ohPrrSyvV-Y,55,216
40SIeC7KGlQ,55,216
5aJiEtZUzKA,54,211
CYys94_AZqI,30,117
01TCDVlMtD0,15,56
-OChLdShE-Y,42,165
yAE-9UhBWzY,41,161
5ShuxGIpTXM,33,128
2bAYEFawJZs,45,177
5tVUZcDC_Ss,39,153
2iQF2bx6ztI,45,177
EqkH0kLuIic,41,160
7uSAlETfM9A,40,157
IjvJou8tIXU,46,181
5KV2O9bphM4,34,133
8I08_rGkEEY,32,124
0VhqAZVn-bU,47,185
ivO3uWmRTa8,43,169
bD5MT2FoOJg,41,161
4PcQN5WsBwo,30,115
0emz_5tKy-Q,21,82
0Ksb8i6I5uw,49,193
0gQnoiBH0Cw,39,153
sv35ItWLBBk,52,206
7Lq0VRYnIE8,42,165
7ctMACyHec0,31,119
RgvTdT46MXs,30,116
1z2EmcLouic,45,177
X8yUSV4oqoU,36,141
oMFZJxn9Yog,17,66
0saGA7KmMM4,50,197
0gsEsqf4i74,40,157
ZW7eH1DORJg,44,173
V1-Ev55t-2c,47,183
lnHdEtuXU8w,46,179
84aO7iOmDCA,32,125
1OTyRCUni98,34,133
2pr8ldicAfY,49,195
-Jcl3FrHFCc,47,185
Qr0NkH7JM8Q,53,209
b8zqp7thCkM,47,184
4cyi9yZXI80,42,165
dRTQglfs7-Y,44,173
nGqzNDdhGrk,53,208
hB2DZcypK0Y,53,209
-YnLGckapW8,37,147
OwbF9baVlN4,36,139
fPV1g05NMfE,37,145
w1h40C729DU,57,226
XE0yaKh5vj4,43,167
5u9DulGZZ4M,41,161
5BGJF982_bo,40,157
4MMxxtO72AY,48,189
0TtBBb99TF8,48,189
KlTTpDOhFUg,44,173
2fsWqejVnC0,15,56
9TDFjw6eF5M,48,189
7KzlEQFVkKQ,43,169
RtEfyId06d4,43,169
2-lykiK0hqw,52,205
2Yi4Z9-cuiE,42,165
65xlcIjAGX0,30,117
-KI1_0FVUSI,49,193
48KCbqvwin8,33,128
8GfPXWobY9E,55,218
4tnwJe6vvrE,40,157
2_AwJzxpf6o,45,177
BKExZZNvzJQ,25,95
2YreOlnWtYY,53,209
0_ppreuPMuk,46,181
BuI-u9_tobo,47,186
-LnO0gwFvTU,51,201
-66S6r4EjC4,41,161
-D58XABgrM8,14,52
AwpMS3JQNY4,48,187
-qbPc4nh5ac,22,84
38DktuXxeqQ,36,141
pCVVjcjd1yM,60,237
0QgATk3Gvs0,47,185
5MpBzpDeM7E,47,185
3l50sxnbSrA,48,189
2CmkZdEpV04,39,153
6DsgOGGLoy4,42,165
28wmLaTBuFs,23,89
ObhHyU04C40,40,157
10RkjPIguAY,51,201
2nHgn_H2mEw,41,161
-HURLJm2ANE,43,169
3o-Eaixw6ec,41,161
sWu_yhVMxEU,47,185
28EiKroYXXI,49,193
02gYcWjr6m0,43,169
8uwbmzU-D7s,43,169
1CUovaiMy0I,35,137
-RQsgdKdmoo,43,170
vwAXcR6wRuQ,51,201
20Qw3gponi4,48,189
ol8ZVX3qLQY,46,181
0eaafXX-pPE,37,143
4t-2zL10y_4,54,213
4Y0Vq_3Lfdk,36,141
17tR5NBVT1w,35,136
DKDNh3_r-_U,44,173
0Q4d-Undq14,49,193
1LBBA76-TuQ,55,215
7HhBjnzFXQ0,39,153
1vhU7Zn-VBM,47,185
0_IpxftJCCo,46,181
8vgVVeXnNAI,28,109
n-1ho8xiSGU,50,197
CqfCyTL-dvY,48,189
8f1JIoaMTEw,50,197
9xBsAzXe7Rs,60,235
532JfxIQ6Lw,35,135
6W96lqvbuAs,34,131
5ott6Y1gZcY,53,209
MmMtqNIzmjg,42,165
1nd2m9kcFLI,42,165
6uHHiOXBFrw,46,181
1XtRmOTjPIw,48,187
2UXW346x7ZU,40,157
5nlqa5lp95A,16,60
0fCvDXYSsyg,52,205
NyWZtL6Essc,39,153
0y4U1Py_maA,50,197
6YX9G_26jCA,15,55
3O92j7ue-hE,49,193
6STrL9EiAIY,44,173
73phKdahss8,44,173
11NKszi4u34,53,209
-hss7xpzIVc,44,173
5OGUvwQxWtw,53,209
DYTLct-5tVs,41,162
3UWJsGeBTCA,31,121
5ik8V-SKy50,30,119
-KioPJI1jfg,45,177
mcBEkWVDcmc,37,145
3-jdnWzQhLM,57,225
8P2P2pvhM1c,57,224
6nZg2XnahGE,41,162
piyECZa_kX8,35,137
4FXl3M7xDUI,35,137
1jwPySTLw5s,48,189
9VBgs3VhBxA,30,117
aCt1gdSARiU,38,149
3wZ_HHViGpM,27,105
RybkZKoNc0s,38,149
E3XcvFygCmI,34,133
25vuT9yRSIU,54,213
7tMPoaU2oL4,11,39
7Rzz8I3pZDg,53,209
1SMerEFcw_E,47,185
bydY3lfv7mY,48,189
-_wznbUu3DY,45,177
C5tzeUl8v48,35,135
5bfE3JBmXqs,37,145
1xGkh8Gp7ks,41,161
1CVi2-mplCk,42,165
-2k4RLnPDbo,47,185
2F2-t2MfOZw,43,170
4_yPoe3Pb04,56,222
-4-rtJzyJ1g,39,153
0QhNYZJlPbY,38,148
69yKXDrqXtw,44,172
4GrS-i4j-Ls,39,153
WwJCpREP1zU,41,161
gywN2QJ3QOs,43,169
5v05QrnF38M,40,157
HFQrHE2H8Ho,49,193
8KS779NCWFA,40,157
4vLJTOVpwuo,48,189
3QU-wNgu9ok,43,169
3ad1eWo_UG8,51,201
BB0CbCOUi3w,48,189
-f4zQ9tUAkw,60,237
3kWzeKKT3vc,50,197
3qeykYF7pjQ,54,211
-kllG6bnLA8,50,197
YBtxdjUIF_Y,54,213
4jGrLhMLulA,24,91
-6gxzS2ydY4,42,165
0NDdfOUfupI,44,173
T7fsXVDXFQo,34,131
3pJUVMoajmM,46,179
HhoNDfMa13w,49,193
4KcnTfNbCBw,26,102
7XsWZg3eUs8,40,157
1jc2iZg2JV8,58,229
47o5KUqNshI,48,189
5l4RwPmPT2s,27,104
fJEkkvr19I8,45,177
9esWG6A6g-k,37,145
QOqlkqTR82Q,38,147
48zzkE1MrYQ,21,81
IHg3nrJZQ1I,53,209
0XxvRJ8sOmM,60,236
-EOHzvnHYPE,47,185
0KNSkPmmqWg,42,165
Q6ETsMJKUbc,58,229
5DUtujRe00I,22,83
2mkJxj3uFP8,53,210
7e8tEbQAEco,10,38
-r4r4FdhVZ8,47,185
H85puQUqrQY,60,237
0za2ASEF8bM,49,193
-mKtgDnG0oM,60,237
-Y4Hfvm0Y4U,34,131
-sUXWcTc_1s,60,237
-_JM1Bzvc1Y,50,197
-3yVqL0DWQE,44,173
0v0ibcCdanE,56,221
5cF6I9A1uXc,41,161
F1X7egd8Us0,35,137
2rRTUPQOOaM,43,169
3t6bDDgedcU,13,48
4TFloKBE8a0,39,153
4HXABeeAPW8,46,181
w_z9oSn-eIM,41,161
U_RBTwYagwk,40,157
0HbpWijLnhQ,45,177
2TkyCqUJhig,38,149
5jALTAeHLbQ,52,206
CQzqhM81T_M,20,75
5rBnEVbZitQ,53,207
5OTRV76xxeI,45,177
4HGUgEcC4UI,17,65
N8iIq2UzZLk,48,189
9GKRAt5_DTQ,41,161
0wa5GTKA20s,47,185
2TzI4yn-xmE,45,177
QD_0GX7J2IE,46,181
-kuMTfwyoQ0,53,209
0JGADbfNJpg,51,201
1TOoavfKAEs,59,231
JLBDgOv_4vc,38,149
1YGJDa3aCGo,52,205
0yyodmE6cGg,32,125
jlbtuQqEuiU,44,173
3xqQUeY_al4,50,197
v58hyVRER3U,39,153
_8HcEdMMbzQ,25,95
U4mjEABM6qw,53,207
HByDu4uOFY4,44,173
4D9xrs4YhSw,25,98
3tqwPmOfpxA,40,158
11haWhDPa58,55,218
0ciASEdWOuA,20,76
-bhELtOBNwY,59,232
xPUfnZSoAMM,46,181
-ZFKIudtHkw,48,189
1BctuVhLz1A,42,165
5pY79jjFq6o,51,201
sH9j4mHGGkQ,60,236
8lRII63ywJk,51,201
-YZ5bDlUlug,60,237
68URV_xa4X8,47,185
WvquSD2PcCE,41,161
V22H0fpX_Vg,34,133
5RgHBmX2HLw,51,199
188eC8BRaBo,10,38
1OQpe4gh34c,35,137
DAN1t9ukkg0,38,149
1hAUWw7L3BY,56,221
ZlOFuD594zc,39,153
0aqR4zaYEn4,60,237
6Zj8Amxbzcw,42,165
Bet5bP3g-jY,24,93
fJNauQt9Di0,46,182
8Kp3Ro8umqM,37,145
Fb1yUJr_cAE,47,185
-BTq4AuYlkc,43,169
0MMTmM5OfQc,32,127
45yPZz8d6fA,41,161
8YadZB7-eFU,24,91
14AOXhSon20,45,176
05sksuAixjY,50,197
6lzWYtq5fTg,50,197
2fdx5Ad69mE,42,165
-cFbJ160-hA,46,181
4iFT4mdGwH8,50,197
GN6kEiASxaE,47,185
3k3lbb0Xg0w,47,185
cwq3iq632ys,46,181
-rySnom_Dfk,43,169
-AdWXq6teXg,45,177
-uSBKnT3TUQ,49,193
X3Ukm37HbE0,47,185
1P9yEzO1Bic,48,189
cagBxHqLuKA,38,150
ck13el7VmW8,51,202
-G_2v0L4U_s,52,205
-oASQs82FnE,49,191
-5qzWUgsszA,42,165
8u-6LzNtkpQ,40,158
5w4KGilPYTA,45,177
FJmnucB-Wik,42,165
2hKC_gyijcw,50,197
Ppqv5jc1wUw,48,189
6hpNFfjpFHU,47,185
96NlKd6I2ng,36,141
89HbIJixLO0,59,234
Gmv_Hcg5LNg,45,178
6KzC13g2ddc,42,166
NpGTa9fRvUU,50,198
kr8ssbrDDMY,41,161
--5OkAjCI7g,48,189
2nFyDtm74_w,39,153
t--gsZX-lNA,41,161
EaiB4-Dizms,44,173
6Wi-htMD7QA,54,213
9kY53W3S_dE,22,86
wTujz_6ZG9E,50,197
ONFMei_PpNQ,46,181
MyjxrBI9k4o,49,193
CerhH_FzZCA,48,189
prgymk5U7pc,41,161
2ZJ-kpYrje0,39,153
9X2dgsKfphA,45,177
0383LCKpuoA,60,237
4rTE_wkHPvw,43,169
884QLkT8sBQ,35,137
BaG4cQ-bnKc,15,56
DPdAsDw3chc,48,189
8FXX56zpypA,49,191
gmyjKCxNFwY,41,161
1W9fwoe4O-M,60,237
PM_SMJyrX7g,50,197
53iBDJ5YtQo,39,153
M4blyCNxeBQ,55,217
6Ej0iEeajuo,45,175
5BHRbfdI3zo,24,93
0791S-iJTqo,46,181
lutN6JqHO_s,51,201
-aQDI85itmg,54,213
-d_FCx89tQc,43,169
iw8AL6xHoYE,55,217
0d5Y3zRJJkw,15,55
7Jj1wbt_Uuw,45,177
15oOGuYUNhg,38,149
-9BmQiOdBjo,22,85
030h_KwNm-g,14,52
7S_iHrdfrvQ,45,177
AW5bJHRY30A,48,189
222kek8RzEo,44,173
V23UiMHeJF4,25,96
CXRemJ1ZLC8,49,193
5mLoJutABPY,41,161
-KqXcm-I2zY,37,145
-E1zyCQE3es,43,169
6-RIiM19Be8,60,237
Q9tJ2hxfbMM,11,39
01EtjUk6KFw,60,237
2jg7T6JHZKI,32,124
3yyAHDxkpc4,21,80
jGrIgDaqDR8,35,137
10JMr_3UN0g,53,208
4fZfFpz7K0w,49,193
0c7VOZ4NDvY,36,140
2VoUyhYSPsI,47,185
-HcGf4q6eNw,38,149
1mPZxKsspK4,43,169
4uNheq2wBbE,46,181
Au0x7cWDCV8,49,193
G1Ifpgvd69g,40,157
-ntbsw9IoAU,32,125
1VynTpWC2Uo,35,137
5QBD2P6yCo8,43,169
ANxca_VmPwk,54,213
LNQ7fzfdLiY,44,173
35k9uUWolvg,51,201
IfNWFf6he-E,41,162
0VaWzVLOWvE,17,65
4hOmfChTth8,34,131
EasYbFiP6y4,33,129
3cRIYZWFwOw,44,173
4Cv1rA3TCuw,33,127
0Veq3Kqvd54,41,159
_eBYRnly4m8,44,173
2ERWcrUeJyQ,33,130
-VDS0mYeOYg,56,221
NF1lwZ24RYI,56,221
Arp482w8r_s,39,153
6yO-UmxswYc,46,181
4k_VXcQL06Y,29,112
36PxSfBWBxM,44,173
00W3TGhk0I0,60,237
33hajppi4yg,56,222
48KlxWbSUHM,54,211
CMhmiVXSMoU,42,165
5sfjb1wtia0,47,185
0p_ekWHVTu4,37,145
2c2V1q1AEQo,43,169
01v-xdP2e5E,51,201
di7eVZNlpkw,46,181
5nCVaazCHaA,48,189
3S32ZCgQMTk,45,177
0vV8KOI7zJ0,50,197
07Rmp6MmF-g,38,149
XLQV8cCp3dI,42,165
3mAR1_BZuVo,52,205
nXlPKZ4fHN4,30,116
-zpejomEzZk,39,151
7mGvDtdDZPE,52,203
xTPmoYwgKf4,44,173
-8C-gydUbR8,52,205
01uvpiKI6Lw,41,161
2KDjCLphCPs,41,161
3zJYPgvlwJs,54,213
MYyP6byWZ0A,47,185
4jW7xTLOjtc,38,147
0NQhj_mvLss,41,161
3synV4ZsDPY,53,209
3E6mwYkb_MQ,45,177
3cZ0nF0csK4,43,169
3H34QdLm9W4,38,150
lOcgoVKGKgU,44,173
BzuyMFBB_3Q,51,201
-QfhZrKnFyI,43,169
-BrnUAUA37o,46,181
Z3cu8suJKkI,51,201
28lWKSBS3Kc,43,169
oaKEAU7SoCE,45,177
-RSqSylz5PM,35,136
3uuvwkhewVY,39,153
4aye_iJytHg,55,215
SuWmiq67_G4,35,135
KKFdi5WQ0V0,38,149
lBkMCUiitNU,60,237
OpL_4LxrLtA,43,169
9MYLg9Wcflo,45,177
uQxtRp51LHE,47,185
vb1SalyslCs,40,156
HuLsUhhbZ-s,46,181
A-nsxIIwans,41,161
9vuCJI9uGN8,33,128
6EvDeLnzsXU,14,53
5XrPzlRLnBI,43,169
3zHhwTkqDJQ,49,193
1PCkIkolqy4,42,165
7sDA7Nnf2XA,38,149
9x-64Y8nb_o,44,173
JIjMPvlO00I,37,145
6rQ7766h1Yw,28,109
-40DA8RPuq0,28,108
5TH7HD8oTm0,52,205
Xv0wc_vg8w8,31,120
6JOcDNA3xPY,47,185
UrUJ9tUJynA,52,203
1jJxH6Sza5c,31,119
AcYJvz2tqkA,42,165
2FCpbpy7hFc,55,216
9Rbte5hjob8,38,149
8_piqYWE-jE,19,73
CGqSsiung4k,15,57
6TB4DV68HVA,53,209
